"","master_ccl_id","ccl_name","ccl_availability","ccle_primary_site","ccle_primary_hist","ccle_hist_subtype_1","sampleid","tissueid","Cellosaurus.Disease.Type","Cellosaurus.Accession.id","PharmacoDB.id","unique.tissueid.fromstudies","CellLine.Type","Metastatic"
"NCI-H647",155339,"NCIH647","ccle;public","lung","carcinoma","mixed_adenosquamous_carcinoma","NCI-H647","Lung","Adenosquamous lung carcinoma","CVCL_1574","NCIH647_1124_2019","lung","Cancer cell line",NA
"NCI-H650",155340,"NCIH650","ccle;public","lung","carcinoma","bronchioloalveolar_adenocarcinoma","NCI-H650","Lung","Lung adenocarcinoma","CVCL_1575","NCIH650_1125_2019","lung","Cancer cell line",NA
"NCI-H660",155341,"NCIH660","ccle;public","prostate","carcinoma","small_cell_carcinoma","NCI-H660","Prostate","Prostate small cell carcinoma","CVCL_1576","NCIH660_1126_2019","prostate","Cancer cell line",TRUE
"NCI-H661",128005,"NCIH661","ccle;public","lung","carcinoma","large_cell_carcinoma","NCI-H661","Lung","Large cell lung carcinoma","CVCL_1577","NCIH661_1127_2019","lung","Cancer cell line",TRUE
"NCI-H69",128006,"NCIH69","ccle;public","lung","carcinoma","small_cell_carcinoma","NCI-H69","Lung","Small cell lung carcinoma","CVCL_1579","NCIH69_1129_2019","lung","Cancer cell line",TRUE
"NCI-H716",155348,"NCIH716","ccle;public","large_intestine","carcinoma","adenocarcinoma","NCI-H716","Bowel","Cecum adenocarcinoma","CVCL_1581","NCIH716_1130_2019","large_intestine","Cancer cell line",TRUE
"NCI-H727",155352,"NCIH727","ccle;public","lung","carcinoid_endocrine_tumor","","NCI-H727","Lung","Lung carcinoid tumor","CVCL_1584","NCIH727_1133_2019","lung","Cancer cell line",NA
"NCI-H747",155356,"NCIH747","ccle;public","large_intestine","carcinoma","adenocarcinoma","NCI-H747","Bowel","Cecum adenocarcinoma","CVCL_1587","NCIH747_1136_2019","large_intestine","Cancer cell line",NA
"NCI-H810",155362,"NCIH810","ccle;public","lung","carcinoma","large_cell_carcinoma","NCI-H810","Lung","Large cell lung carcinoma","CVCL_1590","NCIH810_1138_2019","lung","Cancer cell line",NA
"NCI-H838",155365,"NCIH838","ccle;public","lung","carcinoma","non_small_cell_carcinoma","NCI-H838","Lung","Lung adenocarcinoma","CVCL_1594","NCIH838_1142_2019","lung","Cancer cell line",TRUE
"NCI-H841",155366,"NCIH841","ccle;public","lung","carcinoma","small_cell_carcinoma","NCI-H841","Lung","Small cell lung carcinoma","CVCL_1595","NCIH841_1143_2019","lung","Cancer cell line",NA
"NCI-H889",155371,"NCIH889","ccle;public","lung","carcinoma","small_cell_carcinoma","NCI-H889","Lung","Small cell lung carcinoma","CVCL_1598","NCIH889_1147_2019","lung","Cancer cell line",TRUE
"NCI-H929",128013,"NCIH929","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma","NCI-H929","Lymphoid","Plasma cell myeloma","CVCL_1600","NCIH929_1149_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"NCI-N87",134841,"NCIN87","ccle;public","stomach","carcinoma","","NCI-N87","Esophagus/Stomach","Gastric tubular adenocarcinoma","CVCL_1603","NCIN87_1151_2019","stomach","Cancer cell line",TRUE
"NCO2",851,"NCO2","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","chronic_myeloid_leukaemia","NCO2","Myeloid","Chronic myelogenous leukemia, BCR-ABL1 positive","CVCL_3043","NCO2_1155_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"NH-6",852,"NH6","ccle;public","autonomic_ganglia","neuroblastoma","","NH-6","Peripheral Nervous System","Adrenal gland neuroblastoma","CVCL_1606","NH6_1158_2019","autonomic_ganglia","Cancer cell line",NA
"NMC-G1",855,"NMCG1","ccle;public","central_nervous_system","glioma","","NMC-G1","CNS/Brain","Astrocytoma","CVCL_1608","NMCG1_1162_2019","central_nervous_system","Cancer cell line",NA
"NOMO-1",858,"NOMO1","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","NOMO-1","Myeloid","Adult acute monocytic leukemia","CVCL_1609","NOMO1_1165_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"NU-DHL-1",874,"NUDHL1","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","NU-DHL-1","Lymphoid","Diffuse large B-cell lymphoma","CVCL_1876","NUDHL1_1170_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"NU-DUL-1",875,"NUDUL1","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","B_cell_lymphoma","NU-DUL-1","Lymphoid","Diffuse large B-cell lymphoma activated B-cell type","CVCL_1877","NUDUL1_1171_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"NUGC-3",877,"NUGC3","ccle;public","stomach","carcinoma","","NUGC-3","Esophagus/Stomach","Gastric adenocarcinoma","CVCL_1612","NUGC3_1173_2019","stomach","Cancer cell line",TRUE
"NUGC-4",878,"NUGC4","ccle;public","stomach","carcinoma","signet_ring_adenocarcinoma","NUGC-4","Esophagus/Stomach","Signet ring cell gastric adenocarcinoma","CVCL_3082","NUGC4_1174_2019","stomach","Cancer cell line",TRUE
"OAW28",879,"OAW28","ccle;public","ovary","carcinoma","","OAW28","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_1614","OAW28_1178_2019","ovary","Cancer cell line",TRUE
"OAW42",880,"OAW42","ccle;public","ovary","carcinoma","","OAW42","Ovary/Fallopian Tube","Ovarian cystadenocarcinoma","CVCL_1615","OAW42_1179_2019","ovary","Cancer cell line",TRUE
"OC 314",881,"OC314","ccle;public","ovary","carcinoma","serous_carcinoma","OC 314","Ovary/Fallopian Tube","Ovarian serous adenocarcinoma","CVCL_1616","OC314_1182_2019","ovary","Cancer cell line",TRUE
"OCI-AML-2",884,"OCIAML2","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","OCI-AML-2","Myeloid","Adult acute myeloid leukemia","CVCL_1619","OCIAML2_1183_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"OCI-AML-3",885,"OCIAML3","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","OCI-AML-3","Myeloid","Adult acute myeloid leukemia","CVCL_1844","OCIAML3_1184_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"OCI-AML-5",886,"OCIAML5","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","OCI-AML-5","Myeloid","Adult acute myeloid leukemia","CVCL_1620","OCIAML5_1185_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"OCI-Ly10",887,"OCILY10","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","OCI-Ly10","Lymphoid","Diffuse large B-cell lymphoma","CVCL_8795","OCILY10_1188_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"OCI-Ly19",888,"OCILY19","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","OCI-Ly19","Lymphoid","Diffuse large B-cell lymphoma germinal center B-cell type","CVCL_1878","OCILY19_1186_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"OCI-Ly3",889,"OCILY3","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","OCI-Ly3","Lymphoid","Diffuse large B-cell lymphoma","CVCL_8800","OCILY3_1189_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"OCI-M1",890,"OCIM1","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","OCI-M1","Myeloid","Adult acute myeloid leukemia","CVCL_2149","OCIM1_1190_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"OCUM-1",893,"OCUM1","ccle;public","stomach","carcinoma","diffuse_adenocarcinoma","OCUM-1","Esophagus/Stomach","Signet ring cell gastric adenocarcinoma","CVCL_3084","OCUM1_1193_2019","stomach","Cancer cell line",TRUE
"OE19",894,"OE19","ccle;public","oesophagus","carcinoma","adenocarcinoma","OE19","Esophagus/Stomach","Esophageal adenocarcinoma","CVCL_1622","OE19_1194_2019","oesophagus","Cancer cell line",NA
"OE21",895,"OE21","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","OE21","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_2661","OE21_1195_2019","upper_aerodigestive_tract","Cancer cell line",NA
"OE33",896,"OE33","ccle;public","oesophagus","","metaplasia","OE33","Esophagus/Stomach","Barrett adenocarcinoma","CVCL_0471","OE33_1196_2019","oesophagus","Cancer cell line",NA
"ONCO-DG-1",898,"ONCODG1","ccle;public","ovary","carcinoma","adenocarcinoma","ONCO-DG-1","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_1882","ONCODG1_1200_2019","ovary","Cancer cell line",TRUE
"ONS-76",899,"ONS76","ccle;public","central_nervous_system","primitive_neuroectodermal_tumor_medulloblastoma","","ONS-76","CNS/Brain","Medulloblastoma","CVCL_1624","ONS76_1201_2019","central_nervous_system","Cancer cell line",NA
"OPM-2",901,"OPM2","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma","OPM-2","Lymphoid","Plasma cell myeloma","CVCL_1625","OPM2_1202_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"OS-RC-2",902,"OSRC2","ccle;public","kidney","carcinoma","renal_cell_carcinoma","OS-RC-2","Kidney","Renal cell carcinoma","CVCL_1626","OSRC2_1203_2019","kidney","Cancer cell line",NA
"OUMS-23",903,"OUMS23","ccle;public","large_intestine","carcinoma","adenocarcinoma","OUMS-23","Bowel","Colon carcinoma","CVCL_3088","OUMS23_1207_2019","large_intestine","Cancer cell line",TRUE
"OV-90",907,"OV90","ccle;public","ovary","carcinoma","mixed_carcinoma","OV-90","Ovary/Fallopian Tube","Ovarian adenocarcinoma","CVCL_3768","OV90_1210_2019","ovary","Cancer cell line",TRUE
"OV56",905,"OV56","ccle;public","ovary","carcinoma","","OV56","Ovary/Fallopian Tube","Ovarian serous adenocarcinoma","CVCL_2673","OV56_1211_2019","ovary","Cancer cell line",TRUE
"OV7",906,"OV7","ccle;public","ovary","carcinoma","","OV7","Ovary/Fallopian Tube","Ovarian carcinoma","CVCL_2675","OV7_1212_2019","ovary","Cancer cell line",NA
"OVCAR-4",908,"OVCAR4","ccle;public","ovary","carcinoma","","OVCAR-4","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_1627","OVCAR4_1218_2019","ovary","Cancer cell line",TRUE
"OVCAR-5",909,"OVCAR5","public","","","","OVCAR-5","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_1628","OVCAR5_1219_2019","ovary","Cancer cell line",TRUE
"OVCAR-8",910,"OVCAR8","ccle;public","ovary","carcinoma","","OVCAR-8","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_1629","OVCAR8_1220_2019","ovary","Cancer cell line",NA
"OVISE",911,"OVISE","ccle;public","ovary","carcinoma","clear_cell_carcinoma","OVISE","Ovary/Fallopian Tube","Ovarian clear cell adenocarcinoma","CVCL_3116","OVISE_1222_2019","ovary","Cancer cell line",TRUE
"OVK18",912,"OVK18","ccle;public","ovary","carcinoma","endometrioid_carcinoma","OVK18","Ovary/Fallopian Tube","Ovarian endometrioid adenocarcinoma","CVCL_3770","OVK18_1223_2019","ovary","Cancer cell line",TRUE
"OVSAHO",915,"OVSAHO","ccle;public","ovary","carcinoma","adenocarcinoma","OVSAHO","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_3114","OVSAHO_1227_2019","ovary","Cancer cell line",TRUE
"OVTOKO",916,"OVTOKO","ccle;public","ovary","carcinoma","clear_cell_carcinoma","OVTOKO","Ovary/Fallopian Tube","Ovarian clear cell adenocarcinoma","CVCL_3117","OVTOKO_1228_2019","ovary","Cancer cell line",TRUE
"P-STS",953,"PSTS","collaborator","","","","P-STS","Bowel","Midgut carcinoid tumor","CVCL_L298","PSTS_1278_2019",NA,"Cancer cell line",NA
"P12-Ichikawa",917,"P12ICHIKAWA","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_T_cell_leukaemia","P12-Ichikawa","Lymphoid","Childhood T acute lymphoblastic leukemia","CVCL_1630","P12ICHIKAWA_1230_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"P31/FUJ",918,"P31FUJ","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","P31/FUJ","Myeloid","Childhood acute myeloid leukemia","CVCL_1632","P31FUJ_1232_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"P3HR-1",919,"P3HR1","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Burkitt_lymphoma","P3HR-1","Lymphoid","Epstein-Barr virus-related Burkitt lymphoma","CVCL_2676","P3HR1_1234_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"Panc 02.03",920,"PANC0203","ccle;public","pancreas","carcinoma","","Panc 02.03","Pancreas","Pancreatic adenocarcinoma","CVCL_1633","Panc02.03_1239_2019","pancreas","Cancer cell line",NA
"Panc 03.27",922,"PANC0327","ccle;public","pancreas","carcinoma","ductal_carcinoma","Panc 03.27","Pancreas","Pancreatic adenocarcinoma","CVCL_1635","Panc03.27_1241_2019","pancreas","Cancer cell line",NA
"Panc 04.03",923,"PANC0403","ccle;public","pancreas","carcinoma","","Panc 04.03","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_1636","Panc04.03_1242_2019","pancreas","Cancer cell line",NA
"Panc 05.04",924,"PANC0504","ccle;public","pancreas","carcinoma","","Panc 05.04","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_1637","Panc05.04_1243_2019","pancreas","Cancer cell line",NA
"Panc 08.13",925,"PANC0813","ccle;public","pancreas","carcinoma","ductal_carcinoma","Panc 08.13","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_1638","Panc08.13_1244_2019","pancreas","Cancer cell line",NA
"Panc 10.05",927,"PANC1005","ccle;public","pancreas","carcinoma","ductal_carcinoma","Panc 10.05","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_1639","Panc10.05_1245_2019","pancreas","Cancer cell line",NA
"PANC-1",926,"PANC1","ccle;public","pancreas","carcinoma","ductal_carcinoma","PANC-1","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_0480","PANC1_1246_2019","pancreas","Cancer cell line",NA
"PaTu 8902",928,"PATU8902","ccle;public","pancreas","carcinoma","ductal_carcinoma","PaTu 8902","Pancreas","Pancreatic adenocarcinoma","CVCL_1845","PATU8902_1236_2019","pancreas","Cancer cell line",NA
"PaTu 8988s",929,"PATU8988S","ccle;public","pancreas","carcinoma","ductal_carcinoma","PaTu 8988s","Pancreas","Pancreatic adenocarcinoma","CVCL_1846","PATU8988S_1237_2019","pancreas","Cancer cell line",NA
"PaTu 8988t",930,"PATU8988T","ccle;public","pancreas","carcinoma","ductal_carcinoma","PaTu 8988t","Pancreas","Pancreatic adenocarcinoma","CVCL_1847","PATU8988T_1238_2019","pancreas","Cancer cell line",NA
"PC-14",931,"PC14","ccle;public","lung","carcinoma","non_small_cell_carcinoma","PC-14","Lung","Lung adenocarcinoma","CVCL_1640","PC14_1247_2019","lung","Cancer cell line",TRUE
"PC-3",932,"PC3","ccle;public","prostate","carcinoma","adenocarcinoma","PC-3","Prostate","Prostate carcinoma","CVCL_0035","PC3_1248_2019","prostate","Cancer cell line",TRUE
"PE/CA-PJ15",935,"PECAPJ15","ccle;public","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","PE/CA-PJ15","Head and Neck","Tongue squamous cell carcinoma","CVCL_2678","PE/CAPJ15_1256_2019","upper_aerodigestive_tract","Cancer cell line",NA
"PE/CA-PJ34 (clone C12)",937,"PECAPJ34CLONEC12","ccle;public","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","PE/CA-PJ34 (clone C12)","Head and Neck","Basaloid squamous cell carcinoma","CVCL_2679","PE/CAPJ34(cloneC12)_1257_2019","upper_aerodigestive_tract","Cancer cell line",NA
"PE/CA-PJ41 (clone D2)",939,"PECAPJ41CLONED2","ccle;public","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","PE/CA-PJ41 (clone D2)","Head and Neck","Oral cavity squamous cell carcinoma","CVCL_2680","PE/CAPJ41(cloneD2)_1258_2019","upper_aerodigestive_tract","Cancer cell line",NA
"PE/CA-PJ49",940,"PECAPJ49","ccle;public","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","PE/CA-PJ49","Head and Neck","Tongue squamous cell carcinoma","CVCL_2681","PE/CAPJ49_1259_2019","upper_aerodigestive_tract","Cancer cell line",NA
"Peer",941,"PEER","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_T_cell_leukaemia","Peer","Lymphoid","Childhood T acute lymphoblastic leukemia","CVCL_1913","PEER_1261_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"PF-382",942,"PF382","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_T_cell_leukaemia","PF-382","Lymphoid","Childhood T acute lymphoblastic leukemia","CVCL_1641","PF382_1262_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"Pfeiffer",943,"PFEIFFER","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","Pfeiffer","Lymphoid","Diffuse large B-cell lymphoma germinal center B-cell type","CVCL_3326","Pfeiffer_1263_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"PK-1",944,"PK1","ccle;public","pancreas","carcinoma","","PK-1","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_4717","PK1_1265_2019","pancreas","Cancer cell line",TRUE
"PK-45H",945,"PK45H","ccle;public","pancreas","carcinoma","","PK-45H","Pancreas","Pancreatic carcinoma","CVCL_6748","PK45H_1266_2019","pancreas","Cancer cell line",NA
"PK-59",946,"PK59","ccle;public","pancreas","carcinoma","","PK-59","Pancreas","Pancreatic carcinoma","CVCL_4897","PK59_1268_2019","pancreas","Cancer cell line",TRUE
"PL-21",947,"PL21","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","PL-21","Myeloid","Adult acute myeloid leukemia","CVCL_2161","PL21_1270_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"PLC/PRF/5",950,"PLCPRF5","ccle;public","liver","carcinoma","hepatocellular_carcinoma","PLC/PRF/5","Liver","Hepatocellular carcinoma","CVCL_0485","PLCPRF5_1274_2019","liver","Cancer cell line",NA
"PSN1",952,"PSN1","ccle;public","pancreas","carcinoma","ductal_carcinoma","PSN1","Pancreas","Pancreatic adenocarcinoma","CVCL_1644","PSN1_1277_2019","pancreas","Cancer cell line",NA
"QGP-1",954,"QGP1","ccle;public","pancreas","carcinoma","","QGP-1","Pancreas","Pancreatic somatostatinoma","CVCL_3143","QGP1_1280_2019","pancreas","Cancer cell line",NA
"Raji",955,"RAJI","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Burkitt_lymphoma","Raji","Lymphoid","Epstein-Barr virus-related Burkitt lymphoma","CVCL_0511","Raji_1282_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"RCC10RGB",956,"RCC10RGB","ccle;public","kidney","carcinoma","renal_cell_carcinoma","RCC10RGB","Kidney","Renal cell carcinoma","CVCL_1647","RCC10RGB_1293_2019","kidney","Cancer cell line",NA
"RCH-ACV",958,"RCHACV","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_B_cell_leukaemia","RCH-ACV","Lymphoid","B acute lymphoblastic leukemia with t(1","CVCL_1851","RCHACV_1294_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"RCM-1 [Human rectum adenocarcinoma]",960,"RCM1","ccle;public","large_intestine","carcinoma","adenocarcinoma","RCM-1 [Human rectum adenocarcinoma]","Bowel","Rectal adenocarcinoma","CVCL_1648","RCM1_1295_2019","large_intestine","Cancer cell line",NA
"RD",961,"RD","ccle;public","soft_tissue","rhabdomyosarcoma","embryonal","RD","Soft Tissue","Embryonal rhabdomyosarcoma","CVCL_1649","RD_1296_2019","soft_tissue","Cancer cell line",NA
"RD-ES",963,"RDES","ccle;public","bone","Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor","","RD-ES","Bone","Ewing sarcoma","CVCL_2169","RDES_1297_2019","bone","Cancer cell line",NA
"REC-1",964,"REC1","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","mantle_cell_lymphoma","REC-1","Lymphoid","Mantle cell lymphoma","CVCL_1884","REC1_1298_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"Reh",965,"REH","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_B_cell_leukaemia","Reh","Lymphoid","Childhood B acute lymphoblastic leukemia","CVCL_1650","REH_1299_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"RERF-LC-A1",969,"RERFLCAI","ccle;public","lung","carcinoma","squamous_cell_carcinoma","RERF-LC-A1","Lung","Squamous cell lung carcinoma","CVCL_4402","RERFLCAI_1303_2019","lung","Cancer cell line",TRUE
